character_id,character_name,character_gender,character_job,character_house,character_wand,character_patronus,character_species,character_blood_status,character_hair_colour,character_eye_colour,character_loyalty,character_skills,character_birth,character_death,character_first_name,character_primary_name,character2_actor,character2_image_URL,character_death_T/F,book_number,book_mentions,book_name,book_year,movie_number,movie_mentions,movie_name,movie_year
101,Barty Crouch Sr.,Male,Head of the Department of International Magical Cooperation,,Unknown,Non-corporeal,Human,Pure-blood,Grey,,Minister of Magic,"Multilingual, able to fight the Imperius curse",Pre 1940,"27 May, 1995",Barty,Crouch Sr.,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,5,0,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
101,Barty Crouch Sr.,Male,Head of the Department of International Magical Cooperation,,Unknown,Non-corporeal,Human,Pure-blood,Grey,,Minister of Magic,"Multilingual, able to fight the Imperius curse",Pre 1940,"27 May, 1995",Barty,Crouch Sr.,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
101,Barty Crouch Sr.,Male,Head of the Department of International Magical Cooperation,,Unknown,Non-corporeal,Human,Pure-blood,Grey,,Minister of Magic,"Multilingual, able to fight the Imperius curse",Pre 1940,"27 May, 1995",Barty,Crouch Sr.,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,7,0,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
101,Barty Crouch Sr.,Male,Head of the Department of International Magical Cooperation,,Unknown,Non-corporeal,Human,Pure-blood,Grey,,Minister of Magic,"Multilingual, able to fight the Imperius curse",Pre 1940,"27 May, 1995",Barty,Crouch Sr.,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,4,1,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,5,0,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,7,0,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
72,Cuthbert Binns,Male,Professor of History of Magic,,Unknown,Unknown,Ghost,,White (balding),Black,,Boring a class with facts that might be interesting if anyone else was giving the lesson,,Pre 1970s,Cuthbert,Cuthbert,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,11,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,16,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,17,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,24,Harry Potter and the Goblet of Fire,2000,4,3,Harry Potter and the Goblet of Fire,2005
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,48,Harry Potter and the Order of the Phoenix,2003,5,1,Harry Potter and the Order of the Phoenix,2007
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,53,Harry Potter and the Half-Blood Prince,2005,6,6,Harry Potter and the Half-Blood Prince,2009
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,41,Harry Potter and the Deathly Hallows,2007,7,3,Harry Potter and the Deathly Hallows: Part 1,2010
10,Dean Thomas,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Black,Brown,"Dumbledore's Army | Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1979- 31 August 1980,,Dean,Dean,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,1,Harry Potter and the Deathly Hallows: Part 2,2011
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,4,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,0,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,3,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,17,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
103,Dedalus Diggle,Male,,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,,,Order of the Phoenix,An enthusiastic volunteer for the Order and a helpful escort for Harry and his relatives,Pre 1964,,Dedalus,Dedalus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,1,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,15,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,2,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,2,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,0,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
124,Dennis Creevey,Male,Student,Gryffindor,Unknown,Unknown,Human,Muggle-born,Mousy brown,,"Dumbledore's Army",,1 September 1982 - 31 August 1983,,Dennis,Dennis,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,2,151,Harry Potter and the Chamber of Secrets,1998,2,57,Harry Potter and the Chamber of Secrets,2002
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,4,171,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,5,62,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,6,38,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,7,44,Harry Potter and the Deathly Hallows,2007,7,17,Harry Potter and the Deathly Hallows: Part 1,2010
139,Dobby,Male,"Malfoy family's house-elf (? - 1993),
Hogwarts kitchens worker (December 1994 - 1998)",,,,House elf,,Green,,,"A type of magic specific to house-elves, performed without a wand which includes the ability to apparate, disarm and make objects levitate",28 June,"Late March, 1998",Dobby,Dobby,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,,,,,8,1,Harry Potter and the Deathly Hallows: Part 2,2011
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,4,0,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,5,31,Harry Potter and the Order of the Phoenix,2003,5,4,Harry Potter and the Order of the Phoenix,2007
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,6,6,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,7,4,Harry Potter and the Deathly Hallows,2007,7,1,Harry Potter and the Deathly Hallows: Part 1,2010
51,Dolores Jane Umbridge,Female,Professor of Defence Against the Dark Arts | Department of Magical Law Enforcement,Slytherin,"8"" Birch dragon heartstring",Cat,Human,Half-blood,Iron grey,,Ministry of Magic,Her punishment quill is of her own invention,26 August,,Dolores,Dolores,Imelda Staunton,https://hp-api.herokuapp.com/images/umbridge.jpg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,4,0,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,5,1,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,7,0,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
115,Dorcas Meadowes,Female,,,Unknown,Unknown,Human,,Black,Brown,Original Order of the Phoenix,,,1981,Dorcas,Dorcas,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,1,11,Harry Potter and the Philosophers Stone,1997,1,3,Harry Potter and the Philosophers Stone,2001
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,2,34,Harry Potter and the Chamber of Secrets,1998,2,6,Harry Potter and the Chamber of Secrets,2002
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,3,10,Harry Potter and the Prisoner of Azkaban,1999,3,2,Harry Potter and the Prisoner of Azkaban,2004
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,4,23,Harry Potter and the Goblet of Fire,2000,4,1,Harry Potter and the Goblet of Fire,2005
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,5,26,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,6,71,Harry Potter and the Half-Blood Prince,2005,6,22,Harry Potter and the Half-Blood Prince,2009
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,7,62,Harry Potter and the Deathly Hallows,2007,7,4,Harry Potter and the Deathly Hallows: Part 1,2010
47,Draco Malfoy,Male,Student,Slytherin,"10"" Hawthorn unicorn hair",Unknown,Human,Pure-blood,White-blond,Grey,,"Prefect, Seeker","5 June, 1980",,Draco,Draco,Tom Felton,https://hp-api.herokuapp.com/images/draco.jpg,False,,,,,8,9,Harry Potter and the Deathly Hallows: Part 2,2011
122,Dudley Dursley,Male,,,,,Human,Muggle,Blond,Blue,,,23 June 1980,,Dudley,Dudley,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,140,Harry Potter and the Philosophers Stone,1997,1,3,Harry Potter and the Philosophers Stone,2001
122,Dudley Dursley,Male,,,,,Human,Muggle,Blond,Blue,,,23 June 1980,,Dudley,Dudley,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,35,Harry Potter and the Chamber of Secrets,1998,2,4,Harry Potter and the Chamber of Secrets,2002
122,Dudley Dursley,Male,,,,,Human,Muggle,Blond,Blue,,,23 June 1980,,Dudley,Dudley,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,25,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
122,Dudley Dursley,Male,,,,,Human,Muggle,Blond,Blue,,,23 June 1980,,Dudley,Dudley,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,55,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
122,Dudley Dursley,Male,,,,,Human,Muggle,Blond,Blue,,,23 June 1980,,Dudley,Dudley,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,115,Harry Potter and the Order of the Phoenix,2003,5,5,Harry Potter and the Order of the Phoenix,2007
